Unnamed: 0,Addresse,Lat,Lng,Name,Rating,Points,geometry
2051,"Bahnhofstrasse 9, 9470 Buchs, Switzerland",47.1670412,9.4785642,Rheintal Kebab,4.5,POINT (9.478564199999999 47.1670412),POINT (9.478564199999999 47.1670412)
2052,"Churerstrasse 2, 9470 Buchs, Switzerland",47.165330499999996,9.4713481,WOK-Imbiss + Take Away,4.2,POINT (9.4713481 47.1653305),POINT (9.4713481 47.1653305)
2053,"St. Gallerstrasse 29, 9470 Buchs, Switzerland",47.166827000000005,9.465827,TAUCHER Hotel Restaurant,4.4,POINT (9.465827000000001 47.166827),POINT (9.465827000000001 47.166827)
2054,"Churerstrasse 164, 9470 Buchs, Switzerland",47.1449937,9.4848977,Pizzeria da Rocco,4.3,POINT (9.484897699999999 47.1449937),POINT (9.484897699999999 47.1449937)
2055,"Alvierstrasse 14, 9470 Buchs, Switzerland",47.1670941,9.4744155,Jonny's Pizzeria & Trattoria,4.2,POINT (9.474415499999999 47.1670941),POINT (9.474415499999999 47.1670941)
2057,"Grünaustrasse 2, 9470 Buchs, Switzerland",47.166365899999995,9.4771659,Hotel-Restaurant Buchserhof,4.2,POINT (9.477165899999999 47.1663659),POINT (9.477165899999999 47.1663659)
2058,"Churerstrasse 164, 9470 Buchs, Switzerland",47.1449937,9.4848977,Pizzeria Da Rocco,4.5,POINT (9.484897699999999 47.1449937),POINT (9.484897699999999 47.1449937)
2059,"Moosweg 18, 9470 Buchs, Switzerland",47.1648895,9.464483900000001,Club Italia Da Giovanni Pizzeria,4.5,POINT (9.464483900000001 47.1648895),POINT (9.464483900000001 47.1648895)
2060,"Zollstrasse 82, 9494 Schaan, Liechtenstein",47.1695936,9.4965069,Pizzeria Toscana,4.4,POINT (9.4965069 47.1695936),POINT (9.4965069 47.1695936)
2061,"Wiedenstrasse 52 A, 9470 Buchs, Switzerland",47.16672,9.46909,Restaurant A Bifana,4.2,POINT (9.46909 47.16672),POINT (9.46909 47.16672)
2062,"Bahnhofstrasse 43, 9470 Buchs, Switzerland",47.1659211,9.473322900000001,Restaurant Avanti II,4.4,POINT (9.473322900000001 47.1659211),POINT (9.473322900000001 47.1659211)
2063,"Grabenstrasse 2, 9471 Buchs, Switzerland",47.169689,9.463217,Landgasthof Werdenberg,4.0,POINT (9.463217 47.169689),POINT (9.463217 47.169689)
2064,"Wiedenstrasse 43, 9470 Buchs, Switzerland",47.165993900000004,9.4686948,Pizza da Toni GmbH,4.3,POINT (9.4686948 47.1659939),POINT (9.4686948 47.1659939)
2065,"Churer Strasse 39, 9485 Nendeln, Liechtenstein",47.198291999999995,9.543104,"Trattoria Pizzeria ""La Dolce Vita""",4.6,POINT (9.543104 47.198292),POINT (9.543104 47.198292)
2066,"Rheinaustrasse 1, 9470 Buchs, Switzerland",47.15980889999999,9.477588800000001,Buono Pizzeria,3.4,POINT (9.477588800000001 47.15980889999999),POINT (9.477588800000001 47.15980889999999)
2067,"Valgurg 1, 9470 Buchs, Switzerland",47.1506309,9.4817958,Restaurant Glanna,4.1,POINT (9.4817958 47.1506309),POINT (9.4817958 47.1506309)
2068,"Langäulistrasse 17, 9470 Buchs, Switzerland",47.173689200000005,9.4836166,Teller17,4.0,POINT (9.4836166 47.17368920000001),POINT (9.4836166 47.17368920000001)
2069,"St. Gallerstrasse 23, 9470 Buchs, Switzerland",47.16640020000001,9.4670666,Star Grill,4.2,POINT (9.467066600000001 47.16640020000001),POINT (9.467066600000001 47.16640020000001)
2070,"Grünaustrasse 1, 9470 Buchs, Switzerland",47.166018799999996,9.476954800000001,Restaurant Grünau im Kappelihof,0.0,POINT (9.476954800000001 47.1660188),POINT (9.476954800000001 47.1660188)
2071,"Les Arcades, Route Louis-Favre 8C, 1024 Ecublens VD, Switzerland",46.522589,6.5656490000000005,Gina,4.1,POINT (6.565649000000001 46.522589),POINT (6.565649000000001 46.522589)
2072,"Route de Reculan 1, 1024 Ecublens, Switzerland",46.540698600000006,6.555464,Pizzeria Al Grotto,3.0,POINT (6.555464 46.54069860000001),POINT (6.555464 46.54069860000001)
2073,"Rue du Villars 36, 1024 Ecublens, Switzerland",46.5297859,6.5616479000000005,Le Café Vaudois,4.2,POINT (6.561647900000001 46.5297859),POINT (6.561647900000001 46.5297859)
2075,"Quartier Pré-Fontaine 58, 1023 Crissier, Switzerland",46.5453866,6.576549699999998,Restaurant Pizzeria Pré Fontaine,0.0,POINT (6.576549699999998 46.5453866),POINT (6.576549699999998 46.5453866)
2079,"Route du Bois 17, 1024 Ecublens, Switzerland",46.531682700000005,6.565597200000001,Leo Caffè,4.4,POINT (6.565597200000001 46.5316827),POINT (6.565597200000001 46.5316827)
2080,"Route du Bugnon 39, 1752 Villars-sur-Glâne, Switzerland",46.794267700000006,7.1126676999999985,Restaurant Pacino,4.4,POINT (7.112667699999998 46.79426770000001),POINT (7.112667699999998 46.79426770000001)
2087,"Route de Cossonay 26, 1008 Prilly, Switzerland",46.5339896,6.6068014999999995,Café-restaurant La Treille,3.7,POINT (6.6068015 46.5339896),POINT (6.6068015 46.5339896)
2088,"Sentier de la Fleur-de-Lys 4, 1008 Prilly, Switzerland",46.54373270000001,6.6044252000000006,"Restaurant la Vague, Piscine de Prilly",3.6,POINT (6.604425200000001 46.54373270000001),POINT (6.604425200000001 46.54373270000001)
2089,"Chemin de Fontadel 2, 1008 Prilly, Switzerland",46.5376954,6.6067813,Restaurant Le fontan pizzeria,4.0,POINT (6.6067813 46.5376954),POINT (6.6067813 46.5376954)
2090,"Avenue du Chablais 29, 1008 Prilly, Switzerland",46.5254148,6.6029614,L'Atlantic,4.0,POINT (6.6029614 46.5254148),POINT (6.6029614 46.5254148)
2092,"Route des Flumeaux 1, 1008 Prilly, Switzerland",46.534221,6.605341,Restaurant Delta du Mékong,3.7,POINT (6.605341 46.534221),POINT (6.605341 46.534221)
2094,"Route de Cossonay 28, 1008 Prilly, Switzerland",46.5345118,6.6063291999999985,Coop Restaurant Prilly Centre,4.0,POINT (6.606329199999998 46.5345118),POINT (6.606329199999998 46.5345118)
2096,"Avenue Ritz 13, 1950 Sion, Switzerland",46.235344899999994,7.3581623999999985,"Abyssinia, Restaurant éthiopien",4.1,POINT (7.358162399999999 46.23534489999999),POINT (7.358162399999999 46.23534489999999)
2097,"Route de Neuchâtel 73, 1008 Prilly, Switzerland",46.544671799999996,6.6049061,Auberge de la Fleur de Lys,4.3,POINT (6.6049061 46.5446718),POINT (6.6049061 46.5446718)
2098,"Chemin du Reposoir 24, 1007 Lausanne, Switzerland",46.5163686,6.614555800000001,Jackpizza,4.1,POINT (6.614555800000001 46.5163686),POINT (6.614555800000001 46.5163686)
2099,"Centre Malley, Lumière Chemin du Viaduc 1, 1008 Prilly, Switzerland",46.527604499999995,6.6017113,Restaurant La Barca,4.0,POINT (6.6017113 46.5276045),POINT (6.6017113 46.5276045)
2100,"Avenue du Chablais 21, 1008 Prilly, Switzerland",46.52598629999999,6.6031416,Café des Bouchers,4.0,POINT (6.6031416 46.52598629999999),POINT (6.6031416 46.52598629999999)
2101,"Bahnhofstrasse 52, 3920 Zermatt, Switzerland",46.02149,7.746690999999998,Pizzeria Ristorante Molino,4.0,POINT (7.746690999999998 46.02149),POINT (7.746690999999998 46.02149)
2102,"Lofererstraße 22, 6322 Kirchbichl, Austria",47.49433699999999,12.0892906,Gusto Italiano,4.6,POINT (12.0892906 47.49433699999999),POINT (12.0892906 47.49433699999999)
2104,"Route de Cossonay 20, 1008 Prilly, Switzerland",46.53365489999999,6.607866800000001,Pizza Fly,4.4,POINT (6.607866800000001 46.53365489999999),POINT (6.607866800000001 46.53365489999999)
2106,"Grand-Rue 34, 1095 Lutry, Switzerland",46.5022251,6.685473599999999,La Barca,3.9,POINT (6.685473599999999 46.5022251),POINT (6.685473599999999 46.5022251)
