"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"1993","Confirmed","Elpidio Inacio",,"Angola",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Televisao Popular de Angola","Broadcast Reporter","War","Television","Angola","Kuito",,,"Kuito",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2003","Confirmed","Ersa Siregar",,"Indonesia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/ersa_siregar_indonesia_2003.jpg","","Journalist",,"Crossfire","Killed","Staff","Rajawali Citra Televisi","Broadcast Reporter","War","Television","Indonesia","Aceh",,,"Aceh",,"Local","Military Officials","Confirmed",,,,"No","Yes","No",,,,,,,,,
"2008","Confirmed","Fadel Shana",,"Israel and the Occupied Palestinian Territory",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/shana_israel_2008.jpg","","Journalist",,"Crossfire","Killed","Staff","Reuters","Camera Operator","War","Television","Israel and the Occupied Palestinian Territory","Gaza Strip",,,"Gaza Strip",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2005","Confirmed","Fadhil Hazem Fadhil",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/fadhil_hazem_fadhil_iraq_2005.jpg","","Journalist",,"Crossfire","Killed","Staff","Al-Hurriya","Broadcast Reporter","War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2011","Confirmed","Farhad Taqaddosi",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Press TV","Camera Operator","Politics,War","Television","Afghanistan","Kabul",,,"Kabul",,"Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"1995","Confirmed","Farkhad Kerimov",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Kerimov.Russia.1995.jpg","AP","Journalist",,"Crossfire","Killed","Staff","Associated Press TV","Camera Operator","War","Television","Russia","Chechnya",,,"Chechnya",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Fidaa al-Baali",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Orient News","Broadcast Reporter,Camera Operator","Human Rights,War","Television","Syria","Damascus",,,"Damascus",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1994","Confirmed","Francis Tomasic",,"Bosnia",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","freelance","Print Reporter","War","Print","Bosnia","an area near Mostar",,,"an area near Mostar",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1999","Confirmed","Gabriel Gruener",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/gabriel_gruener_kosovo_1999.jpg","","Journalist",,"Crossfire","Killed","Staff","Stern","Print Reporter","War","Print","Yugoslavia","Kosovo",,,"Kosovo",,"Foreign","Paramilitary Group","Confirmed",,,,"No","No","No",,,,,,,,,
"1992","Confirmed","Georg Friderich Pfuhl",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","FADMST","Print Reporter","War","Print","Bosnia","Mostar",,,"Mostar",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1998","Confirmed","Georgy Chanya",,"Georgia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/chaniya-george.georgia.1.1998.jpg","CJES","Journalist",,"Crossfire","Killed","Staff","Resonants","Print Reporter","War","Print","Georgia","Gali",,,"Gali",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2014","Confirmed","Germain Kennedy Mumbere Muliwavyo",,"Democratic Republic of the Congo",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Radio Télévision Muungano","Broadcast Reporter","Politics,War","Radio,Television","Democratic Republic of the Congo","Oïcha",,,"Oïcha",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Ghaith Abd al-Jawad",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Qaboun Media Center","Camera Operator,Photographer","Human Rights,Politics,War","Internet","Syria","Damascus",,,"Damascus",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2004","Confirmed","Gharib Mohamed Salih",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Kurdistan TV","Camera Operator","Culture,Sports","Television","Iraq","Arbil",,,"Arbil",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2008","Confirmed","Grigol Chikhladze",,"Georgia",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Caucasus Images","Print Reporter","War","Print,Internet","Georgia","Tskhinvali",,,"Tskhinvali",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1993","Confirmed","Guido Puletti",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelancer","Print Reporter","Human Rights,War","Print","Bosnia","central Bosnia",,,"central Bosnia",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Habiba Ahmed Abd Elaziz",,"Egypt",,,"Female",,,"Journalist",,"Crossfire","Killed","Freelance","Al-Jazeera","Broadcast Reporter","Human Rights,Politics,War","Television","Egypt","Cairo",,,"Cairo",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2009","Confirmed","Haidar Hashim Suhail",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Baghdadia TV","Broadcast Reporter","Politics,War","Television","Iraq","Abu Ghraib",,,"Abu Ghraib",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2017","Confirmed","Harb Hazzah al-Duleimi",,"Iraq",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Staff","Hona Salaheddin","Broadcast Reporter","Culture,Human Rights,Politics,War,Sports","Television","Iraq","Imam Gharbi, near Mosul",,,"Imam Gharbi, near Mosul",,"Local","Political Group","Confirmed","No",,,,,,,,,,,,,,
"2016","Confirmed","Hashim al-Hamran",,"Yemen",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Masirah TV","Camera Operator","War","Television","Yemen","Dahyan, Saada Province",,,"Dahyan, Saada Province","Dahyan, Saada Province","Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2009","Confirmed","Hassan Zubeyr",,"Somalia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Zubeyr.Shabelle.jpg","Radio Shabelle","Journalist",,"Crossfire","Killed","Staff","Al-Arabiya","Camera Operator","Culture,War","Television","Somalia","Mogadishu",,,"Mogadishu",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2017","Confirmed","Hawker Faisal Mohammed",,"Syria",,,"Male","https://cpj-photos.s3.amazonaws.com/Killed-Cap-Hawker-Faisal-%20Mohammed-2017-10-18-1508362507681.jpg","Hawker Faisal Mohammed","Journalist","Killed","Crossfire","Killed","Staff","Hawar News Agency (ANHA)","Broadcast Reporter,Camera Operator","War","Television,Internet","Syria","Abu Fas Village",,,"Abu Fas Village",,"Local","Political Group","Confirmed","No",,,,,,,,,,,,,,
"2004","Confirmed","Haymin Mohamed Salih",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Qulan TV","Camera Operator","Culture,Sports","Television","Iraq","Arbil",,,"Arbil",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2002","Confirmed","Héctor Sandoval",,"Colombia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","RCN Televisión","Camera Operator","War","Television","Colombia","outside of Cali",,,"outside of Cali",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2012","Confirmed","Hozan Abdel Halim Mahmoud",,"Syria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Mahmoud.SJA.jpg","Syrian Journalists Association","Journalist",,"Crossfire","Killed","Freelance","Freelance","Camera Operator,Internet Reporter","War","Internet","Syria","Ras al-Ain",,,"Ras al-Ain",,"Local","Paramilitary Group","Confirmed",,,,,,,,,,,,,,,
"2015","Confirmed","Humam Najjar (Abu Yazan al-Halabi)",,"Syria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Hummam-Najjar200.jpg","(Photo courtesy of the photographer)","Journalist",,"Crossfire","Killed","Staff","Aleppo Today","Broadcast Reporter,Internet Reporter","Human Rights,War","Television,Internet","Syria","Aleppo",,,"Aleppo",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2012","Confirmed","Hussam Salama",,"Israel and the Occupied Palestinian Territory",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Aqsa","Camera Operator","War","Television","Israel and the Occupied Palestinian Territory","Gaza Strip",,,"Gaza Strip",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2016","Confirmed","Ibrahim Omar",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al Jazeera","Camera Operator","War","Television","Syria","Tarmanin, Idlib",,,"Tarmanin, Idlib",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2014","Confirmed","Igor Kornelyuk",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","VGTRK","Broadcast Reporter","War","Television","Ukraine","Metallist",,,"Metallist",,"Foreign","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"1999","Confirmed","Ilan Roeh",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/ilan_roeh_lebanon_1999.jpg","","Journalist",,"Crossfire","Killed","Staff","Israel Radio","Broadcast Reporter","War","Radio","Lebanon","southern Lebanon",,,"southern Lebanon",,"Foreign","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2002","Confirmed","Imad Abu Zahra",,"Israel and the Occupied Palestinian Territory",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/imad_abu_zahra_palestine_2002.jpg","","Journalist",,"Crossfire","Killed","Freelance","freelance","Photographer","War","Print","Israel and the Occupied Palestinian Territory","Jenin",,,"Jenin",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2007","Confirmed","Isaivizhi Chempiyan",,"Sri Lanka",,,"Female",,,"Journalist",,"Crossfire","Killed","Staff","Voice of Tigers","Broadcast Reporter","War","Radio","Sri Lanka","Kilinochchi",,,"Kilinochchi",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1997","Confirmed","Ishmael Jalloh",,"Sierra Leone",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelancer","Print Reporter","War","Print","Sierra Leone","Allentown",,,"Allentown",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Issam Obeid",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Camera Operator","Human Rights,War","Internet","Syria","Arbin",,,"Arbin",,"Local","Unknown Fire","Confirmed",,,,,,,,,,,,,,,
"1992","Confirmed","Ivo Standeker",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Mladina","Print Reporter","War","Print","Bosnia","Sarajevo",,,"Sarajevo",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2015","Confirmed","Jamal Khalifeh",,"Syria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/jamal%252520khalife.facebook.jpg.jpg","Jamal Khalifeh. (Facebook)","Journalist",,"Crossfire","Killed","Freelance","Freelance","Camera Operator,Photographer,Internet Reporter,Producer","War","Internet","Syria","Yarmouk, Damascus",,,"Yarmouk, Damascus",,"Local","Local Residents, Political Group","Confirmed",,,,,,,,,,,,,,,
"2006","Confirmed","James Brolan",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/james_brolan_iraq_2006.jpg","CBS","Journalist",,"Crossfire","Killed","Staff","CBS","Technician","War","Television","Iraq","Baghdad",,,"Baghdad",,"Foreign","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2003","Confirmed","James Miller",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/james_miller_israel_2003.jpg","","Journalist",,"Crossfire","Killed","Freelance","freelance","Camera Operator","Human Rights,War","Television","Israel and the Occupied Palestinian Territory","Rafah",,,"Rafah",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2010","Confirmed","James P. Hunter",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Hunter.Afghan.07.09.10.jpg","U.S. Army","Journalist",,"Crossfire","Killed","Staff","Fort Campbell Courier, U.S. military publications","Photographer,Print Reporter","War","Print","Afghanistan","Kandahar",,,"Kandahar",,"Foreign","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"1993","Confirmed","Jean-Claude Jumel",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","TF-1","Technician","War","Television","Somalia","Mogadishu",,,"Mogadishu",,"Foreign","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2003","Confirmed","Jeremy Little",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/jeremy_little_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Freelance","NBC News","Technician","War","Television","Iraq","Fallujah",,,"Fallujah",,"Foreign","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2016","Confirmed","Jeroen Oerlemans ",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Oerlemans-3-Cap.jpg","Stanislav Krupar","Journalist",,"Crossfire","Killed","Freelance","Freelance","Photographer","Politics,War","Print,Internet","Libya","Sirte",,,"Sirte",,"Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"1995","Confirmed","Jochen Piest",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Stern","Print Reporter","War","Print","Russia","Chervlyonna",,,"Chervlyonna",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2001","Confirmed","Johanne Sutton",,,,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/johanne_sutton_afghanistan_2001.jpg","","Journalist",,"Crossfire","Killed","Staff","Radio France Internationale","Broadcast Reporter","War","Radio","Afghanistan","Takhar Province",,,"Takhar Province","Takhar Province","Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1995","Confirmed","John Schofield",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Schofield.Croatia.1995.1.jpg","BBC","Journalist",,"Crossfire","Killed","Staff","BBC","Broadcast Reporter","War","Radio","Croatia","Virginmost",,,"Virginmost",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2015","Confirmed","Jomaa Al-Ahmad (Abu al-Nour al-Halabi)",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Shahba Press Agency","Broadcast Reporter,Camera Operator,Internet Reporter","War","Internet","Syria","Aleppo",,,"Aleppo",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1992","Confirmed","Jordi Pujol",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Avui","Photographer","War","Print","Bosnia","Sarajevo",,,"Sarajevo",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2003","Confirmed","José Couso",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/jose_couso_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Staff","Telecinco","Camera Operator","War","Television","Iraq","Baghdad",,,"Baghdad",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2003","Confirmed","Juan Carlos Benavides Arévalo",,"Colombia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Manantial Estéreo","Broadcast Reporter","Politics","Radio","Colombia","Puerto Caicedo",,,"Puerto Caicedo",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2003","Confirmed","Julio Anguita Parrado",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/julio_anguita_parrado_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Staff","El Mundo","Print Reporter","War","Print","Iraq","outside Baghdad",,,"outside Baghdad",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2006","Confirmed","Kamal Manahi Anbar",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/kamal_manahi_anbar_iraq_2006.jpg","","Journalist",,"Crossfire","Killed","Freelance","freelance","Print Reporter","War","Print","Iraq","Baghdad",,,"Baghdad",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2018","Confirmed","Kamel abu al-Walid",,"Syria",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Staff","Jarabulus Media Office","Photographer","War","Internet","Syria","Afrin",,,"Afrin",,"Local","Military Officials","Confirmed","No",,,,,,,,,,,,,,
"2017","Confirmed","Karam Kabishou",,"Syria",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Staff","Sama TV","Camera Operator","War,Culture","Television","Syria","Umm Haratin",,,"Umm Haratin","Idlib","Local","Political Group,Paramilitary Group","Confirmed","No",,,,,,,,,,,,,,
"2003","Confirmed","Kaveh Golestan",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/kaveh_golestan_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Freelance","freelance","Camera Operator","War","Television","Iraq","Kifri",,,"Kifri",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1994","Confirmed","Ken Oosterbroek",,"South Africa",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","The Star","Photographer","War","Print","South Africa","Thokoza",,,"Thokoza",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2001","Confirmed","Kerem Lawton",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/kerem_lawton_yugoslavia_2001.jpg","","Journalist",,"Crossfire","Killed","Staff","Associated Press Television News","Producer","War","Television","Yugoslavia","Krivenik, Kosovo",,,"Krivenik, Kosovo",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2017","Confirmed","Khaled al-Khateb",,"Syria",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Freelance","RT","Broadcast Reporter,Camera Operator","War","Television","Syria","Sukhna",,,"Sukhna","Homs","Local","Political Group","Confirmed","No",,,,,,,,,,,,,,
"2016","Confirmed","Khaled al-Zintani ",,"Libya",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Photographer","War","Television,Internet","Libya","Benghazi",,,"Benghazi",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2007","Confirmed","Khaled Fayyad Obaid al-Hamdani",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Nahrain","Producer","Culture,Sports","Television","Iraq","Abu Ghraib",,,"Abu Ghraib",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2014","Confirmed","Khaled Reyadh Hamad",,"Israel and the Occupied Palestinian Territory",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Continue Production Films","Camera Operator,Photographer","Human Rights,Politics,War","Television","Israel and the Occupied Palestinian Territory","Gaza",,,"Gaza",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2014","Confirmed","Khalid Ali Hamada",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Ahad TV","Camera Operator","War","Television","Iraq","Diyala province",,,"Diyala province","Diyala province","Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2004","Confirmed","Kotaro Ogawa",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","freelance","Print Reporter","War","Print","Iraq","an area near Mahmoudiya ",,,"an area near Mahmoudiya ",,"Foreign","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2000","Confirmed","Kurt Schork",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/kurt_schork_sierra-leone_2000.jpg","Reuters","Journalist",,"Crossfire","Killed","Staff","Reuters","Print Reporter","War","Print","Sierra Leone","Rogberi Junction",,,"Rogberi Junction",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2012","Confirmed","Lawrence Fahmy al-Naimi",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Shaam News Network","Camera Operator","Human Rights,War","Internet","Syria","Damascus",,,"Damascus",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2006","Confirmed","Layal Najib",,"Lebanon",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/layal_najib_lebanon_2006.jpg","AFP","Journalist",,"Crossfire","Killed","Freelance","freelance","Photographer","War","Print","Lebanon","Sadiqeen",,,"Sadiqeen",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2014","Confirmed","Leyla Yildizhan (Deniz Firat)",,,,,"Female",,,"Journalist",,"Crossfire","Killed","Freelance","Firat News Agency","Broadcast Reporter","Human Rights,Politics,War","Television,Internet","Iraq","Makhmur District",,,"Makhmur District",,"Foreign","Military Officials, Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Loay al-Nimir",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Camera Operator","Human Rights,War","Internet","Syria","Arbin",,,"Arbin",,"Local","Unknown Fire","Confirmed",,,,,,,,,,,,,,,
"2017","Confirmed","Louay Sadiq Meshaal",,"Iraq",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Staff","Al-Nujaba TV","Photographer,Camera Operator","War","Internet,Television","Iraq","Salman","Salahuddin Governorate",,"Salman","Kirkuk","Local","Political Group","Confirmed","No",,,,,,,,,,,,,,
"2005","Confirmed","Maha Ibrahim",,"Iraq",,,"Female",,,"Journalist",,"Crossfire","Killed","Staff","Baghdad TV","Producer","Politics,War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2016","Confirmed","Mahad Ali Mohamed ",,"Somalia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Codka Mudug Radio","Broadcast Reporter","War","Radio","Somalia","Galkayo",,,"Galkayo",,"Local","Paramilitary Group","Confirmed",,,,,,,,,,,,,,,
"2012","Confirmed","Mahmoud al-Kumi",,"Israel and the Occupied Palestinian Territory",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Aqsa","Camera Operator","War","Television","Israel and the Occupied Palestinian Territory","Gaza Strip",,,"Gaza Strip",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2004","Confirmed","Mahmoud Hamid Abbas",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Zweites Deutsches Fernsehen","Camera Operator","War","Television","Iraq","Fallujah",,,"Fallujah",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Mahmoud Natouf",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Sana al-Thawra, Moadamyat Al-Sham Media Center","Camera Operator","War","Internet","Syria","Damascus",,,"Damascus",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2006","Confirmed","Mahmoud Za'al",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Baghdad TV","Broadcast Reporter","War","Television","Iraq","Ramadi",,,"Ramadi",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2014","Confirmed","Mahran al-Deeri",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Jazeera","Internet Reporter","Human Rights,Politics,War","Internet","Syria","Sheikh Miskeen, Daraa province",,,"Sheikh Miskeen, Daraa province","Sheikh Miskeen, Daraa province","Local","Military Officials, Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2016","Confirmed","Majid Dirani",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Camera Operator,Internet Reporter","War","Internet","Syria","Daraya",,,"Daraya",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2010","Confirmed","Malik Arif",,"Pakistan",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Samaa TV","Camera Operator",,"Television","Pakistan","Quetta",,,"Quetta",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2001","Confirmed","Marc Brunereau",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","freelance","Print Reporter","War","Print","Afghanistan","Taloqan/Tashkent, Uzbekistan",,,"Taloqan/Tashkent, Uzbekistan",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1994","Confirmed","Marco Luchetta",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","RAI-TV","Broadcast Reporter","War","Television","Bosnia","Mostar",,,"Mostar",,"Foreign","Paramilitary Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2017","Confirmed","María Efigenia Vásquez Astudillo",,"Colombia",,,"Female",,,"Journalist","Killed","Crossfire","Killed","Staff","Renacer Kokonuko","Broadcast Reporter","Culture","Radio","Colombia",,,,,,"Local","Local Residents,Military Officials","Confirmed","No",,,,,,,,,,,,,,
"2012","Confirmed","Marie Colvin",,"USA",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/Colvin.afp.jpg","AFP","Journalist",,"Crossfire","Killed","Staff","The Sunday Times","Print Reporter","Human Rights,War","Print","Syria","Homs",,,"Homs",,"Foreign","Military Officials","Confirmed","No",,,,,,,,,,,,,,
"2012","Confirmed","Maya Naser",,"Syria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/mayanaser.afp.jpg","","Journalist",,"Crossfire","Killed","Staff","Press TV","Broadcast Reporter","Politics,War","Television","Syria","Damascus",,,"Damascus",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2014","Confirmed","Mayada Ashraf",,"Egypt",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/mayada.ashraf.afp.jpg","AFP","Journalist",,"Crossfire","Killed","Staff","Al-Dustour","Internet Reporter,Print Reporter","Human Rights,Politics","Print,Internet","Egypt","Cairo",,,"Cairo",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2004","Confirmed","Mazen al-Tumeizi",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/mazen_al_tumeizi_iraq_2004.jpg","","Journalist",,"Crossfire","Killed","Staff","Al-Arabiya","Broadcast Reporter","War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2003","Confirmed","Mazen Dana",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/mazen_dana_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Staff","Reuters","Camera Operator","War","Television","Iraq","outside Baghdad",,,"outside Baghdad",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2012","Confirmed","Mazhar Tayyara",,"Syria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/MazharTayyara_afp.jpg","AFP","Journalist",,"Crossfire","Killed","Freelance","Freelance","Camera Operator","Human Rights,Politics","Television,Internet","Syria","Homs",,,"Homs",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
