"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2004","Confirmed","Dusko Jovanovic",,"Montenegro",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/dusko_jovanovic_montenegro_2004.jpg",,"Journalist",,"Murder","Killed","Staff","Dan","Editor","Crime,Politics","Print","Montenegro","Podgorica",,,"Podgorica",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"1997","Confirmed","Ebrahim Zalzadeh",,"Iran",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Mayar","Publisher / Owner","Business,Culture,Human Rights,Politics","Print","Iran","Tehran",,,"Tehran",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2002","Confirmed","Edgar Damalerio",,"Philippines",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/damalerio.Phils.2002.jpg","","Journalist",,"Murder","Killed","Staff","Zamboanga Scribe and DXKP Radio","Columnist / Commentator,Editor","Corruption,Crime","Print,Radio","Philippines","Pagadian City",,,"Pagadian City",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2017","Confirmed","Edgar Daniel Esqueda Castro",,"Mexico",,,"Male","https://cpj-photos.s3.amazonaws.com/Mexico-killed-2017-11-01-1509570467051.jpg","Jan-Albert Hootsen","Journalist","Killed","Murder","Killed","Freelance","Freelance","Photographer","Crime,Culture","Internet","Mexico","San Luis Potosí",,"San Luis Potosí","San Luis Potosí",,"Local","Criminal Group,Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"1997","Confirmed","Edgar Lopes de Faria",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","FM Capital","Columnist / Commentator","Crime,Human Rights","Television","Brazil","Campo Grande",,,"Campo Grande",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2014","Confirmed","Edgar Pantaleón Fernández Fleitas",,"Paraguay",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Belén Comunicaciones","Broadcast Reporter,Columnist / Commentator","Corruption,Crime,Politics","Radio","Paraguay","Concepción",,,"Concepción",,"Local","Criminal Group, Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2011","Confirmed","Edinaldo Filgueira",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Jornal o Serrano","Editor,Publisher / Owner","Politics","Print","Brazil","Serra do Mel",,,"Serra do Mel",,"Local","Unknown Fire","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2013","Confirmed","Édison Alberto Molina",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Puerto Berrío Stereo","Broadcast Reporter,Columnist / Commentator","Corruption,Politics","Radio","Colombia","Puerto Berrío",,,"Puerto Berrío",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2001","Confirmed","Eduard Markevich",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/eduard_markevich_russia_2001.jpg","","Journalist",,"Murder","Killed","Staff","Novy Reft","Editor,Publisher / Owner","Corruption,Politics","Print","Russia","Reftinsky, Sverdlovsk Region","Reftinsky, Sverdlovsk Region",,"Reftinsky, Sverdlovsk Region",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2012","Confirmed","Eduardo Carvalho",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Última Hora News","Publisher / Owner","Corruption,Crime","Internet","Brazil","Campo Grande",,,"Campo Grande",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2007","Confirmed","Edward Chikomba",,"Zimbabwe",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Zimbabwe Broadcasting Corporation (former)","Camera Operator","Politics","Television","Zimbabwe","Darwendale",,,"Darwendale",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2002","Confirmed","Efraín Varela Noriega",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Meridiano-70","Columnist / Commentator","Human Rights","Radio","Colombia","Arauca",,,"Arauca",,"Local","Paramilitary Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Eldy Sablas (aka Eldy Gabinales)",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio DXJR-FM","Broadcast Reporter","Crime","Radio","Philippines","Tandag ",,,"Tandag ",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2016","Confirmed","Elidio Ramos Zárate",,"Mexico",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/07192016elidio230elsur.jpg","Elidio Ramos Zarate reports on demonstrations in the Mexican state of Oaxaca shortly before his murder. (courtesy of El Sur del Itsmo)","Journalist",,"Murder","Killed","Staff","El Sur","Print Reporter","Crime","Print","Mexico","Oaxaca",,,"Oaxaca",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2009","Confirmed","Eliseo Barrón Hernández",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","La Opinión","Photographer,Print Reporter","Crime","Print","Mexico","Gómez Palacio",,,"Gómez Palacio",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2005","Confirmed","Elmar Huseynov",,"Azerbaijan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/elmar_huseynov_azerbaijan_2005.jpg","","Journalist",,"Murder","Killed","Staff","Monitor","Editor","Corruption,Politics","Print","Azerbaijan","Baku",,,"Baku",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Elpidio Binoya",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radyo Natin","Columnist / Commentator","Corruption,Politics","Radio","Philippines","General Santos",,,"General Santos",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","No","Yes",,,,,,,,,
"2015","Confirmed","Elsa Cayat",,"France",,,"Female",,,"Journalist",,"Murder","Killed","Freelance","Freelance","Columnist / Commentator","Culture","Print,Internet","France","Paris",,,"Paris",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"1994","Confirmed","Emmanuel-Damien Rukondo",,"Rwanda",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Rubyiruko-Rubanda","Print Reporter","Human Rights,Politics","Print","Rwanda","Kigali",,,"Kigali",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2012","Confirmed","Enenche Akogwu",,"Nigeria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Enenche.Akogwu.jpg","Channels TV","Journalist",,"Murder","Killed","Staff","Channels TV","Broadcast Reporter,Camera Operator","Human Rights,Politics,War","Television","Nigeria","Kano",,,"Kano",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2004","Confirmed","Enzo Baldoni",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/enzo_baldoni_iraq_2004.jpg","","Journalist",,"Murder","Killed","Freelance","freelance","Print Reporter","War","Print","Iraq","an area near Najaf",,,"an area near Najaf",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"1995","Confirmed","Ernesto Acero Cadena",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Informador Socioeconómico","Editor","Business,Corruption","Print","Colombia","Armenia",,,"Armenia",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Ernesto Maravilla",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Bombo Radyo","Broadcast Reporter","Politics","Radio","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2009","Confirmed","Ernie Rollin",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DXSY Radio","Columnist / Commentator","Politics","Radio","Philippines","Oroquieta City",,,"Oroquieta City",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Erol Akgun",,"Turkey",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Devrimci Cozum","Editor","Politics","Print","Turkey","Gebze",,,"Gebze",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Eudés Nshimiryo",,"Rwanda",,,"Male",,,"Journalist",,"Murder","Killed","Staff","TV Rwanda","Producer","Politics","Television","Rwanda","Kigali",,,"Kigali",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1993","Confirmed","Eustorgio Colmenares",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","La Opinión","Editor,Publisher / Owner","Corruption,Politics","Print","Colombia","Cucuta",,,"Cucuta",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2015","Confirmed","Evany José Metzker",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Coruja do Vale","Internet Reporter","Corruption,Crime","Internet","Brazil","Padre Paraíso",,,"Padre Paraíso",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"1998","Confirmed","Fabien Fortuné Bitoumbo",,"Republic of Congo",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Liberté","Broadcast Reporter,Editor","Politics","Print,Radio","Republic of Congo","Mindouli",,,"Mindouli",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2014","Confirmed","Facely Camara",,"Guinea",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Liberté FM","Broadcast Reporter","Human Rights","Radio","Guinea","Womé",,,"Womé",,"Local","Mob Violence","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2015","Confirmed","Fadel al-Hadidi",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Mosul al-Youm; Sada al-Iraq","Columnist / Commentator,Editor,Print Reporter","Corruption,Human Rights,Politics,War","Print","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2015","Confirmed","Faisal Arefin Dipan",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Jagriti Prokashoni","Publisher / Owner",,"Print","Bangladesh","Dhaka ",,,"Dhaka ",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2011","Confirmed","Faisal Qureshi",,"Pakistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","The London Post","Editor,Internet Reporter","Politics","Internet","Pakistan","Lahore",,,"Lahore",,"Local","Political Group","Confirmed",,,"Complete Impunity","Yes","No","Yes",,,,,,,,,
"2005","Confirmed","Fakher Haider",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","The New York Times","Print Reporter","Corruption,War","Print","Iraq","Basra",,,"Basra",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2007","Confirmed","Falah Khalaf al-Diyali",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Sa'a","Photographer","War","Print","Iraq","Ramadi",,,"Ramadi",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1992","Confirmed","Farag Fouda",,"Egypt",,,"Male",,,"Journalist",,"Murder","Killed","Staff","October","Columnist / Commentator","Corruption,Politics","Print","Egypt","Unknown",,,"Unknown",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Farah Ziane",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Révolution Africaine","Editor","Politics","Print","Algeria","Blida",,,"Blida",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2015","Confirmed","Fares Hamadi",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Fares-Hamadi200.jpg","(Photo courtesy of Eye on the Homeland)","Journalist",,"Murder","Killed","Staff","Eye on the Homeland","Producer","Corruption,Human Rights,Politics,War","Print,Internet","Turkey","Urfa",,,"Urfa",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2012","Confirmed","Farhan Jeemis Abdulle",,"Somalia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/somaliakilled.jpg","(Free Press Unlimited)","Journalist",,"Murder","Killed","Staff","Radio Daljir and Simba Radio","Broadcast Reporter,Columnist / Commentator,Producer","Culture,Politics,War","Radio","Somalia","Galkayo",,,"Galkayo",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2014","Confirmed","Fausto Gabriel Alcaraz Garay",,"Paraguay",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Amambay","Broadcast Reporter","Crime","Radio","Paraguay","Pedro Juan Caballero",,,"Pedro Juan Caballero",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2003","Confirmed","Fazal Wahab",,"Pakistan",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","freelance","Columnist / Commentator,Print Reporter","Politics","Print","Pakistan","Mingora",,,"Mingora",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1996","Confirmed","Felix Solovyov",,"Russia",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","freelance","Photographer,Print Reporter","Crime","Print","Russia","Moscow",,,"Moscow",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2001","Confirmed","Feng Zhaoxia",,"China",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Gejie Daobao","Print Reporter","Corruption,Crime","Print","China","Xi'an ",,,"Xi'an ",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"1996","Confirmed","Ferdinand Reyes",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Press Freedom","Editor","Corruption,Human Rights","Print","Philippines","Dipolog",,,"Dipolog",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1994","Confirmed","Ferhat Cherkit",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El Moudjahid","Editor","War","Print","Algeria","Algiers",,,"Algiers",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1993","Confirmed","Ferhat Tepe",,"Turkey",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Ozgur Gundem","Print Reporter",,"Print","Turkey","Bitlis",,,"Bitlis",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2006","Confirmed","Fernando Batul",,"Philippines",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/fernando_batul_philippines_2006.jpg","","Journalist",,"Murder","Killed","Freelance","DZRH and DYPR","Columnist / Commentator","Corruption","Radio","Philippines","Puerto Princesa",,,"Puerto Princesa",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1992","Confirmed","Fernando Marcelino",,"Angola",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Jango","Print Reporter","Politics","Print","Angola","Huambo",,,"Huambo",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Fernando Razon",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Periodico Ini",,"Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2013","Confirmed","Fernando Solijon",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DxLS Love Radio","Broadcast Reporter","Corruption,Politics","Radio","Philippines","Iligan City",,,"Iligan City",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"1999","Confirmed","Fidelis Ikwuebe",,"Nigeria",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelancer","Print Reporter","Human Rights","Print","Nigeria","Anambra",,,"Anambra",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2015","Confirmed","Filadelfo Sánchez Sarmiento",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","La Favorita 103.3FM La Voz de la Sierra Sur","Broadcast Reporter,Print Reporter","Politics","Print,Radio","Mexico","Miahuatlán de Porfirio Díaz, Oaxaca",,,"Miahuatlán de Porfirio Díaz, Oaxaca",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2007","Confirmed","Filaih Wuday Mijthab",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Sabah","Editor","Politics","Print","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"1992","Confirmed","Filolisho Khilvatshoev",,"Tajikistan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Khilvatshoev-tajikistan.92.CJES.jpg","","Journalist",,"Murder","Killed","Staff","Payomi Dushanbe","Print Reporter",,"Print","Tajikistan","an unknown place",,,"an unknown place",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2015","Confirmed","Firas al-Baher",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Firas-al-Baher-cropped200.jpg","(Photo courtesy of the photographer)","Journalist",,"Murder","Killed","Staff","Nineveh al-Ghad","Producer,Technician","Politics","Television","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2005","Confirmed","Firas Maadidi",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/firas_maadidi_iraq_2005.jpg","","Journalist",,"Murder","Killed","Staff","As-Saffir and Al-Masar","Editor","Politics,War","Print","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2001","Confirmed","Flavio Bedoya",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Voz","Print Reporter","Human Rights,Politics","Print","Colombia","Tumaco",,,"Tumaco",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2015","Confirmed","Flor Alba Núñez Vargas",,"Colombia",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Red Noticias and La Preferida Estereo","Broadcast Reporter","Crime","Radio","Colombia","Pitalito",,,"Pitalito",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2009","Confirmed","Francis Nyaruri",,"Kenya",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Weekly Citizen","Print Reporter","Corruption","Radio","Kenya","Nyanza Province",,,"Nyanza Province","Nyanza Province","Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"2004","Confirmed","Francisco Arratia Saldierna",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","freelance","Columnist / Commentator","Corruption,Crime","Print,Internet","Mexico","Matamoros ",,,"Matamoros ",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"1997","Confirmed","Francisco Castro Menco",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Fundación Cultural","Publisher / Owner","Human Rights,Politics","Radio","Colombia","Majagual",,,"Majagual",,"Local","Paramilitary Group, Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2010","Confirmed","Francisco Gomes de Medeiros",,"Brazil",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Madieros.jpg","Proyecto Impunidad","Journalist",,"Murder","Killed","Staff","Radio Caicó","Broadcast Reporter,Editor,Internet Reporter","Corruption,Crime,Politics","Radio,Internet","Brazil","Caicó",,,"Caicó",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Francisco Javier Ortiz Franco",,"Mexico",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/francisco_javier_ortiz_franco_mexico_2004.jpg","","Journalist",,"Murder","Killed","Staff","Zeta","Editor","Crime","Print","Mexico","Tijuana",,,"Tijuana",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1993","Confirmed","Francisco Parada",,"El Salvador",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Unknown","Publisher / Owner","Politics","Radio,Television","El Salvador","San Salvado",,,"San Salvado",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1997","Confirmed","Freddy Elles Ahumada",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelancer","Photographer","Human Rights","Print","Colombia","Cartagena",,,"Cartagena",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"1996","Confirmed","Fuad Muhammad Syafruddin",,"Indonesia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Bernas","Print Reporter","Corruption,Politics","Print","Indonesia","Yogyakarta",,,"Yogyakarta",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1995","Confirmed","Gabriel Cruz Díaz",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El Heraldo","Print Reporter","Human Rights,Politics,War","Print","Colombia","Chinu",,,"Chinu",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1992","Confirmed","Gabrielle Marian Hulsen",,,,,"Female",,,"Journalist",,"Murder","Killed","Freelance","Freelancer","Broadcast Reporter,Print Reporter","Politics,War","Print,Television","Lebanon","Ghadir",,,"Ghadir",,"Foreign","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2011","Confirmed","Gadzhimurad Kamalov",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Kamalov.CJES%252520photo.jpg","CJES","Journalist",,"Murder","Killed","Staff","Chernovik","Editor,Publisher / Owner","Corruption,Human Rights,Politics","Print","Russia","Makhachkala",,,"Makhachkala",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2017","Confirmed","Gauri Lankesh",,"India",,,"Female","https://cpj-photos.s3.amazonaws.com/AFP-Lankesh-1-2017-09-07-1504816619926.jpg","(AFP/Punit Paranjpe)","Journalist","Killed","Murder","Killed","Staff","Gauri Lankesh Patrike","Publisher / Owner,Columnist / Commentator","Corruption,Human Rights,Politics","Print,Internet","India","Bangalore",,"Karnataka","Bangalore",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2005","Confirmed","Gautam Das",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Samakal","Print Reporter","Corruption,Crime,Politics","Print","Bangladesh","Faridpur",,,"Faridpur",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2005","Confirmed","Gebran Tueni",,"Lebanon",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Tueni.Lebanon.ap.jpg","AP","Journalist",,"Murder","Killed","Staff","Al-Nahar","Columnist / Commentator","Politics","Print","Lebanon","Beirut",,,"Beirut",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2004","Confirmed","Gene Boyd Lumawag",,"Philippines",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/gene_boyd_lumawag_philippines_2004.jpg","","Journalist",,"Murder","Killed","Staff","MindaNews","Photographer","Corruption,Politics","Print","Philippines","Jolo",,,"Jolo",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Gennady Pavlyuk (Ibragim Rustambek)",,,,,"Male",,,"Journalist",,"Murder","Killed","Staff","Bely Parokhod","Editor","Corruption","Print","Kazakhstan","Almaty",,,"Almaty",,"Foreign","Government Officials","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2015","Confirmed","George Abanga",,"Ghana",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Success FM, Peace FM","Broadcast Reporter","Politics","Radio","Ghana","Sankore",,,"Sankore",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2006","Confirmed","George Vigo",,"Philippines",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/george_vigo_philippines_2006.jpg","","Journalist",,"Murder","Killed","Freelance","Union of Catholic Asian News","Broadcast Reporter","Corruption,Human Rights","Radio","Philippines","Mindanao",,,"Mindanao",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2015","Confirmed","Georges Wolinski",,"France",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/wolinski%252520AP080516013275.jpg","AP","Journalist",,"Murder","Killed","Staff","Charlie Hebdo","Columnist / Commentator","Culture,Human Rights,Politics","Print,Internet","France","Paris",,,"Paris",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2000","Confirmed","Georgy Gongadze",,"Ukraine",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Gongadze.Ukraine.2000.ap.jpg","AP","Journalist",,"Murder","Killed","Staff","Ukrainska Pravda","Editor","Corruption","Internet","Ukraine","Kyiv",,,"Kyiv",,"Local","Government Officials","Confirmed",,,"Partial Impunity","Yes","Yes","No",,,,,,,,,
"2001","Confirmed","Georgy Sanaya",,"Georgia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/sanaya-georgia.2001.CJES.jpg","CJES","Journalist",,"Murder","Killed","Staff","Rustavi-2","Broadcast Reporter","Corruption,Politics","Television","Georgia","Tbilisi",,,"Tbilisi",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2018","Confirmed","Gerald Fischman",,"USA",,,"Male","https://cpj-photos.s3.amazonaws.com/CG_gerald-fis_1-2018-07-02-1530565716075.jpg","Baltimore Sun Media Group","Journalist","Killed","Murder","Killed","Staff","Capital Gazette","Columnist/Commentator,Editor","Business,Crime,Culture,Politics","Internet,Print","USA","Annapolis, Maryland",,"Maryland","Annapolis, Maryland",,"Local","Local Residents","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1997","Confirmed","Gerardo Bedoya Borrero",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El País","Columnist / Commentator,Editor","Crime,Politics","Print","Colombia","Cali",,,"Cali",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
